ID,CNTYFIPS,Ori,State,Agency,Agentype,Solved,Year,Month,Homicide,Situation,VicAge,VicSex,VicRace,VicEthnic,OffAge,OffSex,OffRace,OffEthnic,Weapon,Relationship,Circumstance,Subcircum,VicCount,OffCount,MSA
201101004TXHPD00,"Harris, TX",TXHPD00,Texas,Houston,Municipal police,Yes,2011,January,Murder and non-negligent manslaughter,Single victim/single offender,19.0,Male,Black,Not of Hispanic origin,,Male,White,Hispanic origin,Shotgun,Stranger,Circumstances undetermined,,0,0,"Houston-Sugar Land-Baytown, TX"
201410001GA01500,"Bryan, GA",GA01500,Georgia,Bryan County,Sheriff,Yes,2014,October,Murder and non-negligent manslaughter,Single victim/single offender,71.0,Female,White,Unknown or not reported,84.0,Male,White,Unknown or not reported,"Handgun - pistol, revolver, etc",Wife,Circumstances undetermined,,0,0,"Savannah, GA"
201206006MDBPD00,"Baltimore city, MD",MDBPD00,Maryland,Baltimore,Municipal police,Yes,2012,June,Murder and non-negligent manslaughter,Single victim/multiple offenders,23.0,Male,Black,Unknown or not reported,,Male,Black,Unknown or not reported,"Handgun - pistol, revolver, etc",Stranger,Other arguments,,0,1,"Baltimore-Towson, MD"
201103002CO00101,"Arapahoe, CO",CO00101,Colorado,Aurora,Municipal police,Yes,2011,March,Murder and non-negligent manslaughter,Multiple victims/multiple offenders,30.0,Male,Black,Unknown or not reported,33.0,Male,Black,Unknown or not reported,"Handgun - pistol, revolver, etc",Acquaintance,Other,,1,3,"Denver-Aurora, CO"
201609001OR00400,"Clatsop, OR",OR00400,Oregon,Clatsop County,Sheriff,Yes,2016,September,Murder and non-negligent manslaughter,Single victim/multiple offenders,72.0,Male,White,Not of Hispanic origin,37.0,Male,White,Not of Hispanic origin,"Blunt object - hammer, club, etc",Other - known to victim,Other - not specified,,0,1,Rural Oregon
201905001TN08901,"Warren, TN",TN08901,Tennessee,Mcminnville,Municipal police,Yes,2019,May,Murder and non-negligent manslaughter,Single victim/single offender,21.0,Male,White,Not of Hispanic origin,32.0,Male,Black,Not of Hispanic origin,"Handgun - pistol, revolver, etc",Acquaintance,Circumstances undetermined,,0,0,Rural Tennessee
201107009MA01301,"Suffolk, MA",MA01301,Massachusetts,Boston,Municipal police,No,2011,July,Murder and non-negligent manslaughter,Single victim/unknown offender(s),22.0,Male,Black,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,Knife or cutting instrument,Relationship not determined,Circumstances undetermined,,0,0,"Boston-Cambridge-Quincy, MA-NH"
201011001NC09500,"Watauga, NC",NC09500,North Carolina,Watauga County,Sheriff,Yes,2010,November,Murder and non-negligent manslaughter,Multiple victims/single offender,24.0,Female,White,Unknown or not reported,27.0,Male,White,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Other arguments,,1,0,Rural North Carolina
201703001MT02500,"Lewis and Clark, MT",MT02500,Montana,Lewis and Clark County,Sheriff,Yes,2017,March,Murder and non-negligent manslaughter,Single victim/multiple offenders,54.0,Male,White,Not of Hispanic origin,46.0,Female,White,Not of Hispanic origin,"Handgun - pistol, revolver, etc",Neighbor,Other arguments,,0,2,Rural Montana
201207001NC01200,"Burke, NC",NC01200,North Carolina,Burke County,Sheriff,No,2012,July,Murder and non-negligent manslaughter,Single victim/unknown offender(s),39.0,Female,White,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,"Personal weapons, includes beating",Relationship not determined,Other,,0,0,"Hickory-Lenoir-Morganton, NC"
201110002CA01942,"Los Angeles, CA",CA01942,California,Los Angeles,Municipal police,Yes,2011,October,Murder and non-negligent manslaughter,Single victim/multiple offenders,18.0,Male,White,Hispanic origin,18.0,Male,White,Hispanic origin,"Handgun - pistol, revolver, etc",Stranger,Juvenile gang killings,,0,1,"Los Angeles-Long Beach, CA"
201404001PA040SP,"Luzerne, PA",PA040SP,Pennsylvania,State Police: Luzerne County,Primary state LE,Yes,2014,April,Murder and non-negligent manslaughter,Multiple victims/multiple offenders,43.0,Male,White,Not of Hispanic origin,31.0,Male,White,Not of Hispanic origin,Shotgun,Other - known to victim,Other,,1,1,"Scranton--Wilkes-Barre, PA"
201404001TN03308,"Hamilton, TN",TN03308,Tennessee,Red Bank,Municipal police,Yes,2014,April,Murder and non-negligent manslaughter,Single victim/single offender,65.0,Male,White,Unknown or not reported,63.0,Female,White,Unknown or not reported,Knife or cutting instrument,Brother,Other arguments,,0,0,"Chattanooga, TN-GA"
201301001OH07702,"Summit, OH",OH07702,Ohio,Barberton,Municipal police,Yes,2013,January,Murder and non-negligent manslaughter,Single victim/multiple offenders,36.0,Male,White,Unknown or not reported,52.0,Male,White,Unknown or not reported,"Firearm, type not stated",Acquaintance,Other arguments,,0,4,"Akron, OH"
201004002TXDPD00,"Dallas, TX",TXDPD00,Texas,Dallas,Municipal police,No,2010,April,Murder and non-negligent manslaughter,Single victim/unknown offender(s),18.0,Male,White,Hispanic origin,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Circumstances undetermined,,0,0,"Dallas-Fort Worth-Arlington, TX"
201504002TX22701,"Travis, TX",TX22701,Texas,Austin,Municipal police,Yes,2015,April,Murder and non-negligent manslaughter,Single victim/single offender,55.0,Male,White,Not of Hispanic origin,58.0,Male,White,Hispanic origin,Knife or cutting instrument,Other - known to victim,Other,,0,0,"Austin-Round Rock, TX"
201809002CA03455,"Sacramento, CA",CA03455,California,Rancho Cordova,Municipal police,Yes,2018,September,Murder and non-negligent manslaughter,Single victim/single offender,27.0,Male,White,Not of Hispanic origin,38.0,Male,Black,Not of Hispanic origin,"Handgun - pistol, revolver, etc",Stranger,Other - not specified,,0,0,"Sacramento-Roseville, CA"
201605001MS03700,"Lamar, MS",MS03700,Mississippi,Lamar County,Sheriff,Yes,2016,May,Murder and non-negligent manslaughter,Single victim/single offender,24.0,Female,Black,Unknown or not reported,24.0,Female,Black,Unknown or not reported,"Handgun - pistol, revolver, etc",Acquaintance,Other,,0,0,"Hattiesburg, MS"
201505001CA03711,"San Diego, CA",CA03711,California,San Diego,Municipal police,No,2015,May,Murder and non-negligent manslaughter,Single victim/unknown offender(s),49.0,Male,White,Not of Hispanic origin,,Unknown,Unknown,Unknown or not reported,Knife or cutting instrument,Relationship not determined,Circumstances undetermined,,0,0,"San Diego-Carlsbad-San Marcos, CA"
201504009GAAPD00,"Fulton, GA",GAAPD00,Georgia,Atlanta,Municipal police,Yes,2015,April,Murder and non-negligent manslaughter,Single victim/single offender,55.0,Male,Black,Unknown or not reported,27.0,Male,Black,Unknown or not reported,"Firearm, type not stated",Relationship not determined,Burglary,,0,0,"Atlanta-Sandy Springs-Marietta, GA"
201306003MI25398,"Genesee, MI",MI25398,Michigan,Flint,Municipal police,No,2013,June,Murder and non-negligent manslaughter,Single victim/unknown offender(s),16.0,Male,Black,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,"Firearm, type not stated",Relationship not determined,Circumstances undetermined,,0,0,"Flint, MI"
201602001MI82349,"Wayne, MI",MI82349,Michigan,Detroit,Municipal police,No,2016,February,Murder and non-negligent manslaughter,Single victim/unknown offender(s),20.0,Female,Black,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,Other or type unknown,Relationship not determined,Circumstances undetermined,,0,0,"Detroit-Warren-Livonia, MI"
201309003CO02101,"El Paso, CO",CO02101,Colorado,Colorado Springs,Municipal police,Yes,2013,September,Murder and non-negligent manslaughter,Single victim/single offender,20.0,Male,White,Unknown or not reported,21.0,Male,Black,Unknown or not reported,"Handgun - pistol, revolver, etc",Friend,Brawl due to influence of narcotics,,0,0,"Colorado Springs, CO"
201804008MI82349,"Wayne, MI",MI82349,Michigan,Detroit,Municipal police,Yes,2018,April,Murder and non-negligent manslaughter,Single victim/multiple offenders,25.0,Male,Black,Unknown or not reported,21.0,Male,Black,Unknown or not reported,"Handgun - pistol, revolver, etc",Other - known to victim,Other,,0,1,"Detroit-Warren-Livonia, MI"
201506001NC01200,"Burke, NC",NC01200,North Carolina,Burke County,Sheriff,Yes,2015,June,Murder and non-negligent manslaughter,Single victim/multiple offenders,38.0,Male,White,Unknown or not reported,37.0,Male,White,Unknown or not reported,Shotgun,Friend,Other arguments,,0,1,"Hickory-Lenoir-Morganton, NC"
201707002MN02711,"Hennepin, MN",MN02711,Minnesota,Minneapolis,Municipal police,Yes,2017,July,Murder and non-negligent manslaughter,Single victim/single offender,31.0,Male,Asian,Not of Hispanic origin,44.0,Male,Black,Not of Hispanic origin,Knife or cutting instrument,Stranger,Robbery,,0,0,"Minneapolis-St. Paul-Bloomington, MN-WI"
201106001SC02901,"Lancaster, SC",SC02901,South Carolina,Lancaster,Municipal police,Yes,2011,June,Murder and non-negligent manslaughter,Single victim/multiple offenders,28.0,Male,Black,Unknown or not reported,22.0,Male,Black,Unknown or not reported,"Handgun - pistol, revolver, etc",Other - known to victim,Other arguments,,0,1,Rural South Carolina
201203658FL05100,"Pasco, FL",FL05100,Florida,Pasco County,Sheriff,Yes,2012,March,Murder and non-negligent manslaughter,Single victim/multiple offenders,2.0,Male,White,Unknown or not reported,27.0,Female,White,Unknown or not reported,"Blunt object - hammer, club, etc",Son,Other,,0,1,"Tampa-St. Petersburg-Clearwater, FL"
201011001SC04000,"Richland, SC",SC04000,South Carolina,Richland County,Sheriff,Yes,2010,November,Murder and non-negligent manslaughter,Single victim/single offender,31.0,Male,Black,Unknown or not reported,23.0,Male,Black,Unknown or not reported,"Handgun - pistol, revolver, etc",Friend,Circumstances undetermined,,0,0,"Columbia, SC"
201206001INIPD00,"Marion, IN",INIPD00,Indiana,Indianapolis,Municipal police,Yes,2012,June,Murder and non-negligent manslaughter,Single victim/single offender,40.0,Female,White,Not of Hispanic origin,43.0,Male,White,Unknown or not reported,"Handgun - pistol, revolver, etc",Girlfriend,Other arguments,,0,0,"Indianapolis, IN"
201509001NC06502,"New Hanover, NC",NC06502,North Carolina,Wilmington,Municipal police,Yes,2015,September,Murder and non-negligent manslaughter,Multiple victims/multiple offenders,1.0,Female,Black,Unknown or not reported,34.0,Male,Black,Unknown or not reported,Knife or cutting instrument,Relationship not determined,Other,,3,3,"Wilmington, NC"
201612825AL00200,"Mobile, AL",AL00200,Alabama,Mobile County,Sheriff,No,2016,December,Murder and non-negligent manslaughter,Single victim/unknown offender(s),55.0,Female,White,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Circumstances undetermined,,0,0,"Mobile, AL"
201211001NJ00910,"Hudson, NJ",NJ00910,New Jersey,Union City,Municipal police,Yes,2012,November,Murder and non-negligent manslaughter,Single victim/single offender,90.0,Female,White,Unknown or not reported,56.0,Male,White,Unknown or not reported,Other or type unknown,Mother,Other,,0,0,"New York-New Jersey-Long Island, NY-NJ"
201704001TX02005,"Brazoria, TX",TX02005,Texas,Freeport,Municipal police,Yes,2017,April,Manslaughter by negligence,Single victim/single offender,13.0,Male,White,Hispanic origin,14.0,Male,White,Hispanic origin,"Handgun - pistol, revolver, etc",Friend,Children playing with gun,,0,0,"Houston-Sugar Land-Baytown, TX"
201308001NC03402,"Forsyth, NC",NC03402,North Carolina,Winston-Salem,Municipal police,Yes,2013,August,Murder and non-negligent manslaughter,Single victim/single offender,40.0,Male,Black,Unknown or not reported,23.0,Male,Black,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Circumstances undetermined,,0,0,"Winston-Salem, NC"
201212001OR01005,"Douglas, OR",OR01005,Oregon,Roseburg,Municipal police,No,2012,December,Murder and non-negligent manslaughter,Single victim/unknown offender(s),71.0,Male,White,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,Fire,Relationship not determined,Circumstances undetermined,,0,0,Rural Oregon
201307767FL05000,"Palm Beach, FL",FL05000,Florida,Palm Beach County,Sheriff,No,2013,July,Murder and non-negligent manslaughter,Single victim/single offender,1.0,Female,Black,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,Other or type unknown,Daughter,Other - not specified,,0,0,"Miami-Fort Lauderdale, FL"
201609001WA03200,"Spokane, WA",WA03200,Washington,Spokane County,Sheriff,Yes,2016,September,Murder and non-negligent manslaughter,Single victim/single offender,35.0,Male,White,Unknown or not reported,22.0,Male,White,Unknown or not reported,Knife or cutting instrument,Acquaintance,Other arguments,,0,0,"Spokane, WA"
201905022MI82349,"Wayne, MI",MI82349,Michigan,Detroit,Municipal police,Yes,2019,May,Murder and non-negligent manslaughter,Single victim/single offender,54.0,Male,White,Unknown or not reported,35.0,Male,Black,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Circumstances undetermined,,0,0,"Detroit-Warren-Livonia, MI"
201207033MI82349,"Wayne, MI",MI82349,Michigan,Detroit,Municipal police,No,2012,July,Murder and non-negligent manslaughter,Multiple victims/unknown offender(s),18.0,Male,White,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,Rifle,Relationship not determined,Circumstances undetermined,,1,0,"Detroit-Warren-Livonia, MI"
201710001SC02604,"Horry, SC",SC02604,South Carolina,Horry County Police Department,County police,Yes,2017,October,Murder and non-negligent manslaughter,Single victim/multiple offenders,41.0,Male,Black,Not of Hispanic origin,39.0,Male,Black,Not of Hispanic origin,"Firearm, type not stated",Acquaintance,Circumstances undetermined,,0,1,"Myrtle Beach-Conway, SC"
201611001UT01800,"Salt Lake, UT",UT01800,Utah,Salt Lake County,Sheriff,Yes,2016,November,Murder and non-negligent manslaughter,Single victim/single offender,0.0,Male,White,Unknown or not reported,18.0,Male,White,Unknown or not reported,"Personal weapons, includes beating",Son,Other,,0,0,"Salt Lake City, UT"
201504001TX01404,"Bell, TX",TX01404,Texas,Killeen,Municipal police,Yes,2015,April,Murder and non-negligent manslaughter,Single victim/single offender,32.0,Male,White,Not of Hispanic origin,27.0,Male,White,Not of Hispanic origin,"Blunt object - hammer, club, etc",Relationship not determined,Robbery,,0,0,"Killeen-Temple-Fort Hood, TX"
201604015NY03030,"New York, NY",NY03030,New York,New York,Municipal police,Yes,2016,April,Murder and non-negligent manslaughter,Single victim/single offender,21.0,Male,Black,Not of Hispanic origin,21.0,Male,White,Hispanic origin,Knife or cutting instrument,Friend,Other arguments,,0,0,"New York-New Jersey-Long Island, NY-NJ"
201209004CA00109,"Alameda, CA",CA00109,California,Oakland,Municipal police,Yes,2012,September,Murder and non-negligent manslaughter,Single victim/multiple offenders,42.0,Male,Black,Not of Hispanic origin,26.0,Male,Black,Not of Hispanic origin,"Handgun - pistol, revolver, etc",Stranger,Circumstances undetermined,,0,1,"San Francisco-Oakland-Fremont, CA"
201007002GA03101,"Clayton, GA",GA03101,Georgia,Clayton County Police Department,County police,No,2010,July,Murder and non-negligent manslaughter,Single victim/unknown offender(s),19.0,Male,Black,Unknown or not reported,,Unknown,Unknown,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,All suspected felony type,,0,0,"Atlanta-Sandy Springs-Marietta, GA"
201603001RI00408,"Providence, RI",RI00408,Rhodes Island,Pawtucket,Municipal police,Yes,2016,March,Murder and non-negligent manslaughter,Single victim/single offender,24.0,Male,Black,Unknown or not reported,25.0,Female,White,Unknown or not reported,"Handgun - pistol, revolver, etc",Stranger,Felon killed by police,Felon attacked police officer,0,0,"Providence-New Bedford-Fall River, RI-MA"
201012002MA00718,"Hampden, MA",MA00718,Massachusetts,Springfield,Municipal police,Yes,2010,December,Murder and non-negligent manslaughter,Single victim/single offender,34.0,Male,White,Unknown or not reported,18.0,Male,White,Unknown or not reported,"Handgun - pistol, revolver, etc",Relationship not determined,Robbery,,0,0,"Springfield, MA"
